Unnamed: 0,CPU,category,GPU,motherBoard,Ram,SSD,PowerSupply,cabinates,price
920,,StorageSSD,,,,"powerx SS1000 256 GB All in One PC's, Desktop, Laptop Internal Solid State Drive (SSD) (256GB)",,,1350
921,,StorageSSD,,,,WD Green™ 480 GB Desktop Internal Solid State Drive (SSD) (480GB 2.5-inch SATA III - WDS480G3G0A),,,2637
922,,StorageSSD,,,,"WD SN850 without Heatsink 2 TB Laptop, All in One PC's, Desktop Internal Solid State Drive (SSD) (WDS200T1X0E)",,,25109
923,,StorageSSD,,,,"Simmtronics 2280 256 GB Laptop, Desktop Internal Solid State Drive (SSD) (ssd 256)",,,1549
924,,StorageSSD,,,,"HP HP S650 2.5"" 240 GB Laptop, Desktop, All in One PC's Internal Solid State Drive (SSD) (S650 2.5""- 240 GB)",,,1999
925,,StorageSSD,,,,WD Green SN350 M.2 NVMe 480 GB Desktop Internal Solid State Drive (SSD) (WDS480G2G0C),,,3199
926,,StorageSSD,,,,"Crucial P3 Plus PCIe 4.0 NVMe M.2 2280 500 GB Desktop, Laptop Internal Solid State Drive (SSD) (CT500P3PSSD8)",,,3499
927,,StorageSSD,,,,"Intex SATA 256 GB All in One PC's, Desktop, Laptop, Surveillance Systems Internal Solid State Drive (SSD) (PANTHER 256GB SATA SSD)",,,1449
928,,StorageSSD,,,,"WD Green 480 GB Laptop, Desktop Internal Solid State Drive (SSD) (WDS480G2G0A)",,,2325
929,,StorageSSD,,,,WD WD Green 2 TB Desktop Internal Solid State Drive (SSD) (WDS200T2G0A),,,12099
930,,StorageSSD,,,,"KingSpec SATA III 120 GB Desktop, Laptop Internal Solid State Drive (SSD) (ORIGNAL BRAND)",,,1099
931,,StorageSSD,,,,Consistent 5 Year Warranty 512 GB Laptop Internal Solid State Drive (SSD) (CTSSD512S6),,,2100
932,,StorageSSD,,,,"Silicon Power P34A60 512 GB Desktop, Laptop Internal Solid State Drive (SSD) (SP512GBP34A60M28)",,,2399
933,,StorageSSD,,,,"WESTERN DIGITAL WD Green Nvme SN350 2 TB Desktop, Laptop Internal Solid State Drive (SSD) (WDS200T3G0C)",,,10059
934,,StorageSSD,,,,HP EX900 250GB NVME 250 GB Laptop Internal Solid State Drive (SSD) (2YY43AA#ABC),,,2596
935,,StorageSSD,,,,KINGSTON SSD NV2 4.0 500 GB Desktop Internal Solid State Drive (SSD) (SNV2S/500G),,,2750
936,,StorageSSD,,,,"GEONIX 1 256 GB Laptop, Desktop Internal Solid State Drive (SSD) (256GB GOLDEDITION)",,,1175
937,,StorageSSD,,,,"WD 480 GB SSD 480 GB Desktop, Laptop, Network Attached Storage Internal Solid State Drive (SSD) (WD480)",,,2754
938,,StorageSSD,,,,"EVM SSD 512 GB All in One PC's, Desktop, Laptop, Network Attached Storage Internal Solid State Drive (SSD) (512GB SSD 2.5')",,,2050
939,,StorageSSD,,,,"ZEBRONICS SMART 256 GB Desktop, All in One PC's, Laptop, Servers Internal Solid State Drive (SSD) (ZEB SD26)",,,1300
940,,StorageSSD,,,,"Matrix SATA III 128 GB Desktop, Laptop, All in One PC's Internal Solid State Drive (SSD) (SST128GA-L)",,,799
941,,StorageSSD,,,,"WD SN850 without Heatsink 1 TB Laptop, All in One PC's, Desktop Internal Solid State Drive (SSD) (WDS100T1X0E)",,,10746
942,,StorageSSD,,,,"WD GREEN 240 GB All in One PC's, Laptop Internal Solid State Drive (SSD) (WDS240G3G0A)",,,1749
943,,StorageSSD,,,,EVM M.2 2280 512 GB Laptop Internal Solid State Drive (SSD) (M.2 2280 512GB SSD),,,2199
944,,StorageSSD,,,,"Crucial CT1000P3PSSD8 1000 GB Desktop, Laptop Internal Solid State Drive (SSD) (P3 Plus PCIe 4.0 NVMe M.2 2280)",,,5579
945,,StorageSSD,,,,"SAMSUNG 980 Pro 1 TB Laptop, Desktop Internal Solid State Drive (SSD) (MZ-V8P1T0BW)",,,9099
946,,StorageSSD,,,,"WESTERN DIGITAL WD Blue M.2 500 GB Desktop, Laptop Internal Solid State Drive (SSD) (WDS500G3B0B)",,,3059
947,,StorageSSD,,,,"Consistent 2.5 SATA 128 GB Laptop, Desktop Internal Solid State Drive (SSD) (CTSSD128S6 128GB SSD DRIVE)",,,920
948,,StorageSSD,,,,"GEONIX 1 128 GB Desktop, Laptop Internal Solid State Drive (SSD) (Gx 128GB SSD GOLD)",,,840
949,,StorageSSD,,,,"EVM NVME 1 TB Desktop, Laptop, Network Attached Storage, Surveillance Systems Internal Solid State Drive (SSD) (1TB M.2 NVME PCIE SSD)",,,4799
950,,StorageSSD,,,,"WD Green SATA 2.5/7mm disque 240 GB Laptop, All in One PC's, Desktop Internal Solid State Drive (SSD) (WDS240G2G0A)",,,1899
951,,StorageSSD,,,,"PNY NVME 256 GB Laptop, Desktop, Servers, All in One PC's Internal Solid State Drive (SSD) (CS1031 NVMe Gen3x4 SSD- 256GB)",,,2599
952,,StorageSSD,,,,"ZEBRONICS SSD 128 GB All in One PC's, Desktop, Laptop Internal Solid State Drive (SSD) (ZEB MN13)",,,1299
953,,StorageSSD,,,,Silicon Power A55 256 GB Laptop Internal Solid State Drive (SSD) (SP256GBSS3A55S25),,,1199
954,,StorageSSD,,,,"ZEBRONICS SSD 256 GB All in One PC's, Desktop, Laptop Internal Solid State Drive (SSD) (ZEB M26)",,,2425
955,,StorageSSD,,,,"AARVEX AX650 512 GB Desktop, Laptop, Servers Internal Solid State Drive (SSD) (AX650 SATA)",,,2699
956,,StorageSSD,,,,Simmtronics PRO NVME 512 GB Laptop Internal Solid State Drive (SSD) (S970P PRO NVME),,,2449
957,,StorageSSD,,,,"GEONIX NVMe 256 GB Laptop, Desktop Internal Solid State Drive (SSD) (SUPERSONIC256 NVMe)",,,1489
958,,StorageSSD,,,,GIGABYTE NVMe SSD 1TB 1 TB Desktop Internal Solid State Drive (SSD) (GP-GSM2NE3100TNTD),,,9499
959,,StorageSSD,,,,WD Blue 3D 500 GB Laptop Internal Solid State Drive (SSD) (WDS500G2B0B),,,2259
960,,StorageSSD,,,,"KINGSTON NV2 250 GB Laptop, Desktop, All in One PC's Internal Solid State Drive (SSD) (NV2 PCIe 4.0 NVMe SSD)",,,2450
961,,StorageSSD,,,,GIGABYTE NVMe SSD 1TB 1 TB Desktop Internal Solid State Drive (SSD) (GP-GSM2NE3100TNTD),,,9499
962,,StorageSSD,,,,"AARVEX AX650 512 GB Desktop, Laptop, Servers Internal Solid State Drive (SSD) (AX650 SATA)",,,2699
963,,StorageSSD,,,,"WD Green SATA 2.5/7mm disque 120 GB Laptop, All in One PC's, Desktop Internal Solid State Drive (SSD) (WDS120G2G0A)",,,1700
964,,StorageSSD,,,,Consistent SOLID STATE DRIVE 256 256 GB Laptop Internal Solid State Drive (SSD) (CTSSD256S5),,,1250
965,,StorageSSD,,,,"Crucial P5 Plus 2 TB Laptop, Desktop Internal Solid State Drive (SSD) (CT2000P5PSSD8)",,,16234
966,,StorageSSD,,,,"Crucial P3 Plus PCIe 4.0 NVMe M.2 2280 500 GB Desktop, Laptop Internal Solid State Drive (SSD) (CT500P3PSSD8)",,,3499
967,,StorageSSD,,,,"ZEBRONICS SSD 128 GB All in One PC's, Desktop, Laptop Internal Solid State Drive (SSD) (ZEB MN13)",,,1299
968,,StorageSSD,,,,"Crucial P2 1 TB Laptop, Desktop Internal Solid State Drive (SSD) (P2 NVMe CT1000P2SSD8)",,,7000
969,,StorageSSD,,,,Acer RE100 M.2 256 GB Laptop Internal Solid State Drive (SSD) (RE100 M.2),,,2499
970,,StorageSSD,,,,"GEONIX SSD GOLD 1 TB Desktop, Laptop, All in One PC's Internal Solid State Drive (SSD) (SUPERSONIC1024GB)",,,3490
971,,StorageSSD,,,,"Silicon Power A55 1 TB Desktop, Laptop Internal Solid State Drive (SSD) (SP001TBSS3A55S25)",,,3999
972,,StorageSSD,,,,"WD AN1500 2 TB Laptop, All in One PC's, Desktop Internal Solid State Drive (SSD) (WDS200T1X0L)",,,44183
973,,StorageSSD,,,,"GEONIX 1 256 GB Laptop, Desktop Internal Solid State Drive (SSD) (256GB GOLDEDITION)",,,1175
974,,StorageSSD,,,,LAPCARE GEN3 512 GB Laptop Internal Solid State Drive (SSD) (LAPDISC),,,2569
975,,StorageSSD,,,,"SAMSUNG 970 EVO Plus 250 GB Laptop, Desktop Internal Solid State Drive (SSD) (MZ-V7S250BW)",,,3039
976,,StorageSSD,,,,"SAMSUNG 990 PRO 1 TB Laptop, Desktop Internal Solid State Drive (SSD) (MZ-V9P1T0BW)",,,12890
977,,StorageSSD,,,,"KINGSTON SATA 480 GB Laptop, Desktop Internal Solid State Drive (SSD) (A400-SA400S37/480GIN)",,,2500
978,,StorageSSD,,,,"EVM 2.5 INCH SATA 128 GB Desktop, All in One PC's, Laptop Internal Solid State Drive (SSD) (128 GB SSD SATA)",,,892
979,,StorageSSD,,,,"scuda PCIe NVMe SSD 512 GB Laptop, Desktop Internal Solid State Drive (SSD) (Interface PCIe GEN 3X4 , NVMe 1.3)",,,2999
980,,StorageSSD,,,,"WESTERN DIGITAL WD Blue M.2 250 GB Desktop, Laptop Internal Solid State Drive (SSD) (WDS250G3B0B)",,,1929
981,,StorageSSD,,,,EXPERTRONICS WD Green with Caddy 9.5 MM 240 GB Laptop Internal Solid State Drive (SSD) (WDS240G3G0A),,,1739
982,,StorageSSD,,,,"EVM 2.5"" inch SATA. SSD 128 GB Laptop, Desktop, All in One PC's Internal Solid State Drive (SSD) (128GB SSD 2.5"" INCH SATA)",,,889
983,,StorageSSD,,,,"Matrix SATA III 128 GB Desktop, Laptop, All in One PC's Internal Solid State Drive (SSD) (SST128GA-L)",,,799
984,,StorageSSD,,,,"Seagate Barracuda Q5 with M.2 NVMe PCIe Gen3 ×4, 3D QLC for Desktop or Laptop, 1-Year Rescue Services 1 TB Laptop Internal Solid State Drive (SSD) (ZP1000CV3A001)",,,5764
985,,StorageSSD,,,,Acer FA100 128 GB Laptop Internal Solid State Drive (SSD) (FA100),,,2049
986,,StorageSSD,,,,"WESTERN DIGITAL WD Blue M.2 500 GB Desktop, Laptop Internal Solid State Drive (SSD) (WDS500G3B0B)",,,3059
987,,StorageSSD,,,,WD Green 1 TB Laptop Internal Solid State Drive (SSD) (WDS100T2G0A),,,6108
988,,StorageSSD,,,,"scuda NVMe 128 GB Desktop, Laptop Internal Solid State Drive (SSD) (Faster Speed)",,,1850
989,,StorageSSD,,,,"Crucial P3 PCIe 3.0 NVMe M.2 2280 500 GB Desktop, Laptop Internal Solid State Drive (SSD) (CT500P3SSD8)",,,2690
990,,StorageSSD,,,,"HP S700 120 GB Laptop, Desktop Internal Solid State Drive (SSD) (SSD S700 M.2 120GB)",,,1599
991,,StorageSSD,,,,"KINGSTON A400 480 GB Laptop, Desktop Internal Solid State Drive (SSD) (A400 480GB SSD)",,,2359
992,,StorageSSD,,,,PACIFIC INTERNATIONAL Straight Drive 256 GB All in One PC's Internal Solid State Drive (SSD) (PI SATA BLACK 256 GB Internal SSD Solid State Drive - SATA 6Gb/s 2.5 inches),,,1049
993,,StorageSSD,,,,"GEONIX SUPERSONIC GOLD EDITION 256 GB All in One PC's, Desktop, Laptop Internal Solid State Drive (SSD) (SATA III 3.0)",,,1140
994,,StorageSSD,,,,"Crucial MX500 500 GB Desktop, Servers Internal Solid State Drive (SSD) (CT500MX500SSD1 3D NAND SATA)",,,3200
995,,StorageSSD,,,,"Seagate Firecuda 530 - M.2 PCIe Gen4, Heatsink 4 TB Laptop Internal Solid State Drive (SSD) (ZP4000GM3A023)",,,122862
996,,StorageSSD,,,,"SAMSUNG 860 Pro 256 GB Laptop, Desktop Internal Solid State Drive (SSD) (MZ-76P256BW)",,,6707
997,,StorageSSD,,,,"HP SSD S700 2.5 (4YH56PA) 250 GB All in One PC's, Laptop, Desktop Internal Solid State Drive (SSD) (SSD S700 2.5 (4YH56PA))",,,2052
998,,StorageSSD,,,,Acer RE100 2.5 512 GB Laptop Internal Solid State Drive (SSD) (RE100 2.5),,,4567
999,,StorageSSD,,,,"Crucial MX500 250GB 3D NAND SATA 2.5 Inch 500 Laptop, Desktop Internal Solid State Drive (SSD) (CT500MX500SSD1)",,,2933
1000,,StorageSSD,,,,"KINGSTON A400 480 GB Desktop, All in One PC's Internal Solid State Drive (SSD) (SA400S37/480G)",,,2699
1001,,StorageSSD,,,,"Simmtronics SSD 512 GB All in One PC's, Desktop, Laptop Internal Solid State Drive (SSD) (2.5 "" SATA 6Gb/s SSD)",,,2125
1002,,StorageSSD,,,,"WD WD Blue SN550 500 GB Desktop, Laptop Internal Solid State Drive (SSD) (WDS500G2B0C)",,,3499
1003,,StorageSSD,,,,"Lexar NM620 256 GB Laptop, Desktop Internal Solid State Drive (SSD) (LNM620X256G-RNNNG)",,,2100
1004,,StorageSSD,,,,"ADATA SU650 240 GB Laptop, Desktop, All in One PC's, Servers Internal Solid State Drive (SSD) (SU650)",,,1999
1005,,StorageSSD,,,,"Simmtronics 2.5 512GB SATA 6gb/S PRO SSD 512 GB All in One PC's, Desktop, Laptop Internal Solid State Drive (SSD) (2.5 512GB SATA 6gb/S PRO)",,,2125
1006,,StorageSSD,,,,"WD Blue™ SA510 2.5"" SATA Internal SSD 250 GB Desktop, Laptop Internal Solid State Drive (SSD) (250GB - WDS250G3B0A)",,,2499
1007,,StorageSSD,,,,"Simmtronics NA 128 GB All in One PC's, Desktop, Laptop Internal Solid State Drive (SSD) (2.5 SATA 6GB/s)",,,949
1008,,StorageSSD,,,,Acer RE100 M.2 512 GB Laptop Internal Solid State Drive (SSD) (RE100 M.2),,,4099
1009,,StorageSSD,,,,"Seagate Barracuda Q5 with M.2 NVMe PCIe Gen3 ×4, 3D QLC for Desktop or Laptop, 1-Year Rescue Services 1 TB Laptop Internal Solid State Drive (SSD) (ZP1000CV3A001)",,,5764
1010,,StorageSSD,,,,"Simmtronics 2.5"" 128 GB Desktop Internal Solid State Drive (SSD) (S930P PRO 2.5"" 128GB)",,,949
1011,,StorageSSD,,,,"Simmtronics S930P PRO 2.5 512 GB Desktop, Laptop, All in One PC's Internal Solid State Drive (SSD) (2.5 SATA 6GB/s SSD)",,,2125
1012,,StorageSSD,,,,"WESTERN DIGITAL WD Blue SATA 250 GB Desktop, Laptop Internal Solid State Drive (SSD) (WDS250G3B0A)",,,1949
1013,,StorageSSD,,,,"HP S700 120 GB Laptop, Desktop Internal Solid State Drive (SSD) (S700-120GB)",,,2395
1014,,StorageSSD,,,,"HP S700 2.5 500 GB Laptop, Desktop Internal Solid State Drive (SSD) (2DP99AA#ABB)",,,3316
1015,,StorageSSD,,,,"HP S700 500 GB Laptop, Desktop Internal Solid State Drive (SSD) (S700-500GB)",,,3595
1016,,StorageSSD,,,,"EVM SATA 1 TB All in One PC's, Desktop, Laptop, Surveillance Systems, Network Attached Storage Internal Solid State Drive (SSD) (1TB SSD 2.5"" INCH SATA)",,,3765
1017,,StorageSSD,,,,"SAMSUNG 870 Evo 250 GB Laptop, Desktop Internal Solid State Drive (SSD) (MZ-77E250BW)",,,2959
1018,,StorageSSD,,,,WD Green 1 TB Laptop Internal Solid State Drive (SSD) (WDS100T2G0A),,,6108
1019,,StorageSSD,,,,"Silicon Power P34A60 1 TB Desktop, Laptop Internal Solid State Drive (SSD) (SP001TBP34A60M28)",,,4199
1020,,StorageSSD,,,,"SAMSUNG 970 EVO Plus 250 GB Laptop, Desktop Internal Solid State Drive (SSD) (MZ-V7S250BW)",,,3039
1021,,StorageSSD,,,,"HP S700 250 GB Laptop, Desktop Internal Solid State Drive (SSD) (4YH56PA)",,,2600
1022,,StorageSSD,,,,"ADATA Ultimate SU650 120 GB Laptop, Desktop, All in One PC's, Surveillance Systems, Servers, Network Attached Storage Internal Solid State Drive (SSD) (ASU650SS-120GT-C)",,,1296
1023,,StorageSSD,,,,"HP S Series 250 GB Laptop, All in One PC's Internal Solid State Drive (SSD) (2DP98AA#ABC)",,,2600
1024,,StorageSSD,,,,"Crucial MX500 250 GB Laptop, Desktop Internal Solid State Drive (SSD) (CT250MX500SSD4/ CT250MX500SSD1)",,,2424
1025,,StorageSSD,,,,"HP S700 500 GB Laptop, Desktop Internal Solid State Drive (SSD) (4YH57PA)",,,4464
1026,,StorageSSD,,,,Seagate Firecuda 520 with PCIe Gen4 x4 NVMe 1.3 for Gaming PC Gaming Laptop Desktop 2 TB Laptop Internal Solid State Drive (SSD) (ZP2000GM3A002),,,23219
1027,,StorageSSD,,,,"Consistent SSD 256 GB Laptop Internal Solid State Drive (SSD) (256 GB SSD FOR DESKTOP , LAPTOP ,)",,,1250
1028,,StorageSSD,,,,"HP S750 SATA 2.5"" SSD, 512 GB Laptop, Desktop Internal Solid State Drive (SSD) (S750 3D NAND 512GB)",,,3850
1029,,StorageSSD,,,,"Seagate Firecuda 530 - M.2 PCIe Gen4, Heatsink 4 TB Laptop Internal Solid State Drive (SSD) (ZP4000GM3A023)",,,122862
1030,,StorageSSD,,,,KINGSTON A400 240 GB Laptop Internal Solid State Drive (SSD) (A400),,,2600
1031,,StorageSSD,,,,"KINGSTON A400 960 GB Laptop, Desktop Internal Solid State Drive (SSD) (SA400S37/960GIN)",,,4549
1032,,StorageSSD,,,,"HP S700 250 GB Laptop, Desktop Internal Solid State Drive (SSD) (4YH59PA)",,,2499
1033,,StorageSSD,,,,"Lexar NM620 512 GB Laptop, Desktop Internal Solid State Drive (SSD) (LNM620X512G-RNNNG)",,,3499
1034,,StorageSSD,,,,"KINGSTON A400 240 GB Laptop, Desktop Internal Solid State Drive (SSD) (SA400S37/240G)",,,1950
1035,,StorageSSD,,,,ADATA XPG SX6000 LITE PCIe NVMe M.2 2280 128 GB Laptop Internal Solid State Drive (SSD) (ASX6000LNP-128GT-C),,,3298
1036,,StorageSSD,,,,"GIGABYTE SATA SSD 480 GB Desktop, Laptop, All in One PC's Internal Solid State Drive (SSD) (GP-GSTFS31480GNTD)",,,2299
1037,,StorageSSD,,,,"ZEBRONICS H61 Motherboard + 4GB DDR3 1600MHz Desktop RAM + Sata 2.5"" 128 GB Desktop Internal Solid State Drive (SSD) (H61+4GBB DDR3+128 GB SSD)",,,5199
1038,,StorageSSD,,,,"ZEBRONICS SMART 120 GB Laptop, Desktop Internal Solid State Drive (SSD) (ZEB-SD12)",,,999
1039,,StorageSSD,,,,"SAMSUNG 860 EVO 1 TB Laptop, Desktop Internal Solid State Drive (SSD) (MZ-N6E1T0BW)",,,11908
1040,,StorageSSD,,,,KINGSTON A400 240 GB Laptop Internal Solid State Drive (SSD) (A400),,,2600
1041,,StorageSSD,,,,"HP S700 250 GB Laptop, Desktop Internal Solid State Drive (SSD) (4YH59PA)",,,2499
1042,,StorageSSD,,,,"Consistent SSD 256 GB Laptop Internal Solid State Drive (SSD) (256 GB SSD FOR DESKTOP , LAPTOP ,)",,,1250
1043,,StorageSSD,,,,"ZEBRONICS H61 Motherboard + 4GB DDR3 1600MHz Desktop RAM + Sata 2.5"" 128 GB Desktop Internal Solid State Drive (SSD) (H61+4GBB DDR3+128 GB SSD)",,,5199
1044,,StorageSSD,,,,Silicon Power A55 128 GB Laptop Internal Solid State Drive (SSD) (SP128GBSS3A55S25),,,899
1045,,StorageSSD,,,,"ZEBRONICS SMART 120 GB Laptop, Desktop Internal Solid State Drive (SSD) (ZEB-SD12)",,,999
1046,,StorageSSD,,,,"Consistent SSD 2.5 SATA 256 GB Desktop, Laptop, All in One PC's Internal Solid State Drive (SSD) (CTSSD256S6)",,,1250
1047,,StorageSSD,,,,"EVM SATA 512 GB All in One PC's, Desktop, Laptop Internal Solid State Drive (SSD) (256GB 2.5"" SATA SSD)",,,2250
1048,,StorageSSD,,,,Acer RE100 2.5 128 GB Laptop Internal Solid State Drive (SSD) (RE100 2.5),,,2253
1049,,StorageSSD,,,,Seagate Firecuda 520 with PCIe Gen4 x4 NVMe 1.3 for Gaming PC Gaming Laptop Desktop 2 TB Laptop Internal Solid State Drive (SSD) (ZP2000GM3A002),,,23219
1050,,StorageSSD,,,,"EVM NVME 256 GB Desktop, Laptop, Servers, Network Attached Storage, Surveillance Systems Internal Solid State Drive (SSD) (256GB M.2 NVME PCIE SSD)",,,1699
1051,,StorageSSD,,,,ADATA XPG SX6000 LITE PCIe NVMe M.2 2280 128 GB Laptop Internal Solid State Drive (SSD) (ASX6000LNP-128GT-C),,,3298
1052,,StorageSSD,,,,"KINGSTON A400 480 GB Desktop, All in One PC's Internal Solid State Drive (SSD) (SA400S37/480G)",,,2699
1053,,StorageSSD,,,,"SAMSUNG SSD-006 1 TB Laptop Internal Solid State Drive (SSD) (870 QVO 1TB SATA 2.5"" Internal Solid State Drive (SSD) (MZ-77Q1T0BW))",,,11699
1054,,StorageSSD,,,,"Crucial CT4000P3SSD8 4000 GB Desktop, Laptop Internal Solid State Drive (SSD) (P3 PCIe 3.0 NVMe M.2 2280)",,,23999
1055,,StorageSSD,,,,GIGABYTE NA 512 GB Desktop Internal Solid State Drive (SSD) (GP-GSM2NE3512GNTD),,,5067
1056,,StorageSSD,,,,"Lexar NM620 512 GB Laptop, Desktop Internal Solid State Drive (SSD) (LNM620X512G-RNNNG)",,,3499
1057,,StorageSSD,,,,"Xsentuals M.2 NVMe 8 GB Laptop Internal Solid State Drive (SSD) (M.2 NVME SSD Convert Adapter for Upgraded MacBook Air Pro Retina Mid 2013-2017,)",,,549
1058,,StorageSSD,,,,"ADATA SSD 512 GB Laptop, All in One PC's, Desktop Internal Solid State Drive (SSD) (SU660 512GB)",,,2850
1059,,StorageSSD,,,,MSI SPATIUM 1 TB Desktop Internal Solid State Drive (SSD) (SPATIUM M450 PCIe 4.0 NVMe),,,10499
1060,,StorageSSD,,,,"WD SN850 without Heatsink 500 GB Laptop, All in One PC's, Desktop Internal Solid State Drive (SSD) (WDS500G1X0E)",,,6819
1061,,StorageSSD,,,,Silicon Power A55 512 GB Laptop Internal Solid State Drive (SSD) (SP512GBSS3A55S25),,,1999
1062,,StorageSSD,,,,"HP HP S650 2.5"" 480 GB Laptop Internal Solid State Drive (SSD) (S650 2.5""- 480 GB)",,,3200
1063,,StorageSSD,,,,WD Blue™ SN570 1 TB Desktop Internal Solid State Drive (SSD) (1TB M.2 NVMe),,,7819
1064,,StorageSSD,,,,"SAMSUNG 870 Evo 2 TB Laptop, Desktop Internal Solid State Drive (SSD) (MZ-77E2T0BW)",,,15519
1065,,StorageSSD,,,,HP HP EX900 250 GB Laptop Internal Solid State Drive (SSD) (EX900 - 250 GB),,,2595
1066,,StorageSSD,,,,"EVM SATA III 128 GB Desktop, Laptop Internal Solid State Drive (SSD) (Read 550 MB/s, Write 500 MB/s)",,,899
1067,,StorageSSD,,,,"WESTERN DIGITAL WD SN850X 1 TB Desktop, Laptop Internal Solid State Drive (SSD) (WDS100T2X0E)",,,8469
1068,,StorageSSD,,,,"KINGSTON A400 240 GB Laptop, Desktop Internal Solid State Drive (SSD) (SA400S37/240GIN)",,,1699
1069,,StorageSSD,,,,"PACIFIC INTERNATIONAL Straight Drive 128 GB Desktop, Laptop, Servers Internal Solid State Drive (SSD) (PI SATA BLACK 128 GB Internal SSD Solid State Drive - SATA 6Gb/s 2.5 inches)",,,749
1070,,StorageSSD,,,,"ZEBRONICS M.2 NVME SSD 256 GB Laptop, All in One PC's, Desktop Internal Solid State Drive (SSD) (ZEB-MN26)",,,1545
1071,,StorageSSD,,,,"KINGSTON A400 960 GB Laptop, Desktop Internal Solid State Drive (SSD) (SA400S37/960GIN)",,,4549
1072,,StorageSSD,,,,EVM SSD 256 GB Laptop Internal Solid State Drive (SSD) (SSD 256GB WIth Caddy 12.7MM),,,1450
1073,,StorageSSD,,,,"HP S600 240 GB Laptop, Desktop Internal Solid State Drive (SSD) (4YH54PA)",,,2090
1074,,StorageSSD,,,,Lexar NM610 (NVME) 500 GB Laptop Internal Solid State Drive (SSD) (NM610 (NVME)),,,4599
1075,,StorageSSD,,,,WD NAND 500 GB Laptop Internal Solid State Drive (SSD) (WDS500G3BOA),,,3507
1076,,StorageSSD,,,,"WD WD Blue NVMe SN550 250 GB Desktop, Laptop Internal Solid State Drive (SSD) (WDS250G2B0C)",,,2645
1077,,StorageSSD,,,,Crucial BX500 240 GB All in One PC's Internal Solid State Drive (SSD) (BX500-240GB),,,1499
1078,,StorageSSD,,,,"EVM 128GB M.2 NVME PCIE SSD 128 GB Laptop, Desktop Internal Solid State Drive (SSD) (128GB M.2 NVME PCIE SSD)",,,1300
1079,,StorageSSD,,,,Simmtronics M.2 2280 SATA 6GB/S SSD 256 GB Laptop Internal Solid State Drive (SSD) (M.2 256GB SSD(S950P)),,,1325
1080,,StorageSSD,,,,SanDisk Portable SSD SDSSDE30-1T00-G25 1 TB External Solid State Drive (SSD),,,7099
1081,,StorageSSD,,,,SanDisk Extreme Portable SDSSDE61-2T00-G25 2 TB Wired External Solid State Drive (SSD),,,14699
1082,,StorageSSD,,,,"KINGSTON 400 240 GB Laptop, All in One PC's, Desktop Internal Solid State Drive (SSD) (240)",,,2999
1083,,StorageSSD,,,,Crucial MX500 500 GB Laptop Internal Solid State Drive (SSD) (MX500 500GB 2.5-inch SSD),,,3200
1084,,StorageSSD,,,,"Lexar NS10 Lite 120 GB Laptop, Desktop Internal Solid State Drive (SSD) (LNS10LT-120BCN)",,,985
1085,,StorageSSD,,,,Crucial MX500 250 GB Laptop Internal Solid State Drive (SSD) (MX500 250GB SATA 2.5-inch 7mm Internal SSD (CT250MX500SSD1)),,,2499
1086,,StorageSSD,,,,SanDisk Extreme Portable SDSSDE61-1T00-G25 1 TB Wired External Solid State Drive (SSD),,,8849
1087,,StorageSSD,,,,"Seagate One Touch with up to 1030 Mb/s for Windows & Mac, with Android App and 3 years Data Recovery Services - Portable 1 TB External Solid State Drive (SSD)",,,8999
1088,,StorageSSD,,,,"KINGSTON SATA 240 GB Laptop, Desktop Internal Solid State Drive (SSD) (A400 -SA400S37/240GIN)",,,1700
1089,,StorageSSD,,,,Simmtronics M.2 2280 SATA 6GB/S SSD 256 GB Laptop Internal Solid State Drive (SSD) (M.2 256GB SSD(S950P)),,,1325
1090,,StorageSSD,,,,"Seagate Expansion SSD for PC Laptop, Mac with 3 Year Data Recovery Services STLH500400 500 GB External Solid State Drive (SSD)",,,5999
1091,,StorageSSD,,,,"Seagate Expansion SSD for PC Laptop, Mac with 3 Year Data Recovery Services STLH1000400� 1 TB External Solid State Drive (SSD)",,,8899
1092,,StorageSSD,,,,"EVM SATA 512 GB Laptop, Desktop, All in One PC's Internal Solid State Drive (SSD) (SSD Internal Hard Disk SATA)",,,3149
1093,,StorageSSD,,,,"EVM M.2 NVME 512 GB Desktop, Laptop Internal Solid State Drive (SSD) (512GB M.2 NVME PCIE GEN 3x4 SSD)",,,2700
1094,,StorageSSD,,,,"HP S650 240 GB Laptop, Desktop, Surveillance Systems, All in One PC's Internal Solid State Drive (SSD) (S650)",,,1970
1095,,StorageSSD,,,,"SAMSUNG 980 500 GB Laptop, Desktop Internal Solid State Drive (SSD) (MZ-V8V500BW)",,,3899
1096,,StorageSSD,,,,"WD M.2 WDS240G2G0B 240 GB Laptop, Desktop Internal Solid State Drive (SSD) (GREEN 240 GB Laptop Internal Solid State Drive (M.2 WDS240G2G0B))",,,2049
1097,,StorageSSD,,,,"Seagate Firecuda 530 - M.2 PCIe Gen4, Heatsink 1 TB Laptop Internal Solid State Drive (SSD) (ZP1000GM3A023)",,,32087
1098,,StorageSSD,,,,"EVM SATA 1 TB All in One PC's, Laptop, Desktop Internal Solid State Drive (SSD) (1TB SSD 2.5"" INCH SATA)",,,4199
1099,,StorageSSD,,,,"SAMSUNG 870 QVO 2 TB Laptop, Desktop Internal Solid State Drive (SSD) (MZ-77Q2T0BW)",,,13019
